Symbol,Company Name,Sector
UTRS,"Minerva Surgical, Inc. - Common Stock",Technology
UTSI,UTStarcom Holdings Corp - Ordinary Shares,Telecommunications
UTWO,US Treasury 2 Year Note ETF,
UTWY,US Treasury 20 Year Bond ETF,
UVSP,Univest Financial Corporation - Common Stock,Finance
UXIN,Uxin Limited - American Depositary Shares,Consumer Discretionary
VABK,Virginia National Bankshares Corporation - Common Stock,Finance
VALN,Valneva SE - American Depositary Shares,Health Care
VALU,"Value Line, Inc. - Common Stock",Finance
VANI,"Vivani Medical, Inc.  - Common Stock",Health Care
VAQC,Vector Acquisition Corporation II - Class A Ordinary Shares,Finance
VAXX,"Vaxxinity, Inc. - Class A Common Stock",Health Care
VBFC,Village Bank and Trust Financial Corp. - Common Stock,Finance
VBIV,"VBI Vaccines, Inc. - Ordinary Shares",Health Care
VBNK,VersaBank - Common Shares,
VBTX,"Veritex Holdings, Inc. - Common Stock",Finance
VC,Visteon Corporation - Common Stock,Consumer Discretionary
VCEL,Vericel Corporation - Common Stock,Health Care
VCIG,VCI Global Limited - Ordinary Share,
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,
VCLT,Vanguard Long-Term Corporate Bond ETF,
VCNX,"Vaccinex, Inc. - Common Stock",Health Care
VCRB,Vanguard Core Bond ETF,
VCSA,"Vacasa, Inc. - Class A Common Stock",Technology
VCSH,Vanguard Short-Term Corporate Bond ETF,
VCTR,"Victory Capital Holdings, Inc. - Common Stock",Finance
VCYT,"Veracyte, Inc. - Common Stock",Health Care
VECO,Veeco Instruments Inc. - Common Stock,Technology
VEEE,Twin Vee PowerCats Co. - Common Stock,Industrials
VEON,VEON Ltd. - American Depositary Shares,Telecommunications
VERA,"Vera Therapeutics, Inc. - Class A Common Stock",Health Care
VERB,"Verb Technology Company, Inc. - Common Stock",Consumer Discretionary
VERBW,"Verb Technology Company, Inc. - Warrant",Technology
VERI,"Veritone, Inc. - Common Stock",Technology
VERO,Venus Concept Inc.  - Common Stock,Health Care
VERU,Veru Inc. - Common Stock,Health Care
VERV,"Verve Therapeutics, Inc. - Common Stock",Health Care
VERX,"Vertex, Inc. - Class A Common Stock",Technology
VERY,"Vericity, Inc. - Common Stock",Finance
VEV,Vicinity Motor Corp. - Common Stock,Industrials
VFF,"Village Farms International, Inc. - Common Shares",
VFLO,VictoryShares Free Cash Flow ETF,
VFS,VinFast Auto Ltd. - Ordinary Shares,Finance
VFSWW,VinFast Auto Ltd. - Warrant,
VGAS,"Verde Clean Fuels, Inc. - Class A Common Stock",Industrials
VGASW,"Verde Clean Fuels, Inc. - Warrant",Industrials
VGIT,Vanguard Intermediate-Term Treasury ETF,
VGLT,Vanguard Long-Term Treasury ETF,
VGSH,Vanguard Short-Term Treasury ETF,
VGSR,Vert Global Sustainable Real Estate ETF,
VIA,"Via Renewables, Inc. - Class A Common Stock",Utilities
VIASP,"Via Renewables, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",Utilities
VIAV,Viavi Solutions Inc. - Common Stock,Technology
VICR,Vicor Corporation - Common Stock,Technology
VIEW,"View, Inc. - Class A Common Stock",Consumer Discretionary
VIEWW,"View, Inc. - Warrant",Consumer Discretionary
VIGI,Vanguard International Dividend Appreciation ETF,
VIGL,"Vigil Neuroscience, Inc. - Common Stock",Health Care
VINC,"Vincerx Pharma, Inc. - Common Stock",Health Care
VINO,"Gaucho Group Holdings, Inc. - Common Stock",Real Estate
VINP,Vinci Partners Investments Ltd. - Class A Common Shares,Finance
VIOT,"Viomi Technology Co., Ltd - American Depositary Shares",Consumer Discretionary
VIR,"Vir Biotechnology, Inc. - Common Stock",Health Care
VIRC,Virco Manufacturing Corporation - Common Stock,Consumer Discretionary
VIRI,"Virios Therapeutics, Inc. - Common Stock",Health Care
VIRT,"Virtu Financial, Inc. - Class A Common Stock",Finance
VIRX,"Viracta Therapeutics, Inc. - Common Stock",Health Care
VISL,"Vislink Technologies, Inc. - Common Stock",Telecommunications
VITL,"Vital Farms, Inc. - Common Stock",Consumer Staples
VIVK,"Vivakor, Inc. - Common Stock",Energy
VJET,voxeljet AG - American Depositary Shares,Industrials
VKTX,"Viking Therapeutics, Inc. - Common Stock",Health Care
VLCN,"Volcon, Inc. - Common stock",Consumer Discretionary
VLGEA,"Village Super Market, Inc. - Class A Common Stock",Consumer Staples
VLY,Valley National Bancorp - Common Stock,Finance
VLYPO,Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance
VLYPP,Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Finance
VMAR,Vision Marine Technologies Inc. - Common Shares,
VMBS,Vanguard Mortgage-Backed Securities ETF,
VMCA,Valuence Merger Corp. I - Class A Ordinary Shares,Finance
VMCAU,Valuence Merger Corp. I - Unit,Finance
VMCAW,Valuence Merger Corp. I - Warrant,Finance
VMD,"Viemed Healthcare, Inc. - Common Shares",
VMEO,"Vimeo, Inc. - Common Stock",Technology
VMOT,Alpha Architect Value Momentum Trend ETF,
VNDA,Vanda Pharmaceuticals Inc. - Common Stock,Health Care
VNET,"VNET Group, Inc. - American Depositary Shares",Technology
VNOM,"Viper Energy, Inc.  - Class A Common Stock",Energy
VNQI,Vanguard Global ex-U.S. Real Estate ETF,
VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Telecommunications
VONE,Vanguard Russell 1000 ETF,
VONG,Vanguard Russell 1000 Growth ETF,
VONV,Vanguard Russell 1000 Value ETF,
VOR,Vor Biopharma Inc. - Common Stock,Health Care
VOXR,Vox Royalty Corp. - common stock,Basic Materials
VOXX,VOXX International Corporation - Class A Common Stock,Technology
VPLS,Vanguard Core Plus Bond ETF,
VPN,Global X Data Center REITs & Digital Infrastructure ETF,
VR,Global X Metaverse ETF,
VRA,"Vera Bradley, Inc. - Common Stock",Consumer Discretionary
VRAR,"The Glimpse Group, Inc. - Common Stock",Technology
VRAX,Virax Biolabs Group Limited - Ordinary Shares,Health Care
VRCA,Verrica Pharmaceuticals Inc. - Common Stock,Health Care
VRDN,"Viridian Therapeutics, Inc.  - Common Stock",Health Care
VREX,Varex Imaging Corporation - Common Stock,Technology
VRIG,Invesco Variable Rate Investment Grade ETF,
VRM,"Vroom, Inc. - Common Stock",Consumer Discretionary
VRME,"VerifyMe, Inc. - Common Stock",Technology
VRMEW,"VerifyMe, Inc. - Warrant",Technology
VRNA,Verona Pharma plc - American Depositary Shares,Health Care
VRNS,"Varonis Systems, Inc. - Common Stock",Technology
VRNT,Verint Systems Inc. - Common Stock,Technology
VRPX,"Virpax Pharmaceuticals, Inc. - Common Stock",Health Care
VRRM,Verra Mobility Corporation - Class A Common Stock,Consumer Discretionary
VRSK,"Verisk Analytics, Inc. - Common Stock",Technology
VRSN,"VeriSign, Inc. - Common Stock",Technology
VRTS,"Virtus Investment Partners, Inc. - Common Stock",Finance
VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,Technology
VS,Versus Systems Inc. - Common Shares,
VSAC,Vision Sensing Acquisition Corp. - Class A Common Stock,Finance
VSACU,Vision Sensing Acquisition Corp. - Unit,Finance
VSACW,Vision Sensing Acquisition Corp. - Warrants,Finance
VSAT,"ViaSat, Inc. - Common Stock",Technology
VSDA,VictoryShares Dividend Accelerator ETF,
VSEC,VSE Corporation - Common Stock,Consumer Discretionary
VSME,VS Media Holdings Limited - Class A Ordinary Shares,
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,
VSSYW,Versus Systems Inc. - Class A Warrants,
VSTA,Vasta Platform Limited - Class A Ordinary Shares,Real Estate
VSTM,"Verastem, Inc. - Common Stock",Health Care
VTC,Vanguard Total Corporate Bond ETF,
VTGN,"VistaGen Therapeutics, Inc. - Common Stock",Health Care
VTHR,Vanguard Russell 3000 ETF,
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,
VTNR,"Vertex Energy, Inc - Common Stock",Energy
VTRS,Viatris Inc. - Common Stock,Health Care
VTRU,Vitru Limited - Common Shares,Real Estate
VTSI,"VirTra, Inc. - Common Stock",Consumer Discretionary
VTVT,vTv Therapeutics Inc. - Class A Common Stock,Health Care
VTWG,Vanguard Russell 2000 Growth ETF,
VTWO,Vanguard Russell 2000 ETF,
VTWV,Vanguard Russell 2000 Value ETF,
VTYX,"Ventyx Biosciences, Inc. - Common Stock",Health Care
VUZI,Vuzix Corporation  - Common Stock,Technology
VVOS,"Vivos Therapeutics, Inc. - Common Stock",Health Care
VVPR,VivoPower International PLC - Ordinary Shares,Utilities
VWE,"Vintage Wine Estates, Inc. - Common Stock",Consumer Staples
VWEWW,"Vintage Wine Estates, Inc. - Warrants",Consumer Staples
VWOB,Vanguard Emerging Markets Government Bond ETF,
VXRT,"Vaxart, Inc. - Common Stock",Health Care
VXUS,Vanguard Total International Stock ETF,
VYGR,"Voyager Therapeutics, Inc. - Common Stock",Health Care
VYMI,Vanguard International High Dividend Yield ETF,
VYNE,VYNE Therapeutics Inc. - Common Stock,Health Care
WABC,Westamerica Bancorporation - Common Stock,Finance
WABF,Western Asset Bond ETF,
WAFD,"WaFd, Inc. - Common Stock",Finance
WAFDP,"WaFd, Inc. - Depositary Shares",Finance
WAFU,Wah Fu Education Group Limited - Ordinary Shares,Real Estate
WALD,Waldencast plc - Class A Ordinary Share,Consumer Discretionary
WALDW,Waldencast plc - Warrant,Consumer Discretionary
WASH,"Washington Trust Bancorp, Inc. - Common Stock",Finance
WATT,Energous Corporation - Common Stock,Technology
WAVD,"WaveDancer, Inc.  - Common Stock",Technology
WAVE,Eco Wave Power Global AB (publ) - American Depositary Shares,Utilities
WAVS,Western Acquisition Ventures Corp. - Common Stock,Technology
WAVSU,Western Acquisition Ventures Corp. - Unit,Technology
WAVSW,Western Acquisition Ventures Corp. - Warrant,Technology
WB,Weibo Corporation - American Depositary Shares,Technology
WBA,"Walgreens Boots Alliance, Inc. - Common Stock",Consumer Staples
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",Telecommunications
WBND,Western Asset Total Return ETF,
WBUY,WEBUY GLOBAL LTD. - Ordinary Shares,
WCBR,WisdomTree Cybersecurity Fund,
WCLD,WisdomTree Cloud Computing Fund,
WDAY,"Workday, Inc. - Class A Common Stock",Technology
WDC,Western Digital Corporation - Common Stock,Technology
WDFC,WD-40 Company - Common Stock,Industrials
WEN,Wendy's Company (The) - Common Stock,Consumer Discretionary
WERN,"Werner Enterprises, Inc. - Common Stock",Industrials
WEST,Westrock Coffee Company - Common Stock,Consumer Staples
WESTW,Westrock Coffee Company - Warrants,Consumer Staples
WETG,WeTrade Group Inc. - Ordinary Shares,Technology
WEYS,"Weyco Group, Inc. - Common Stock",Consumer Staples
WFCF,"Where Food Comes From, Inc. - Common Stock",Technology
WFRD,Weatherford International plc - Ordinary shares,Industrials
WGMI,Valkyrie Bitcoin Miners ETF,
WGS,GeneDx Holdings Corp. - Class A Common Stock,Technology
WGSWW,GeneDx Holdings Corp. - Warrant,Technology
WHF,"WhiteHorse Finance, Inc. - Closed End Fund",Finance
WHFCL,"WhiteHorse Finance, Inc. - 7.875% Notes due 2028",
WHLM,"Wilhelmina International, Inc. - Common Stock",Consumer Discretionary
WHLR,"Wheeler Real Estate Investment Trust, Inc. - Common Stock",Real Estate
WHLRD,"Wheeler Real Estate Investment Trust, Inc. - Series D Cumulative Preferred Stock",Real Estate
WHLRL,"Wheeler Real Estate Investment Trust, Inc. - 7.00% Senior Subordinated Convertible Notes Due 2031",Real Estate
WHLRP,"Wheeler Real Estate Investment Trust, Inc. - Series B Preferred Stock",Real Estate
WILC,"G. Willi-Food International,  Ltd. - Ordinary Shares",Consumer Discretionary
WIMI,WiMi Hologram Cloud Inc. - American Depositary Share,Technology
WINA,Winmark Corporation - Common Stock,Consumer Discretionary
WINC,Western Asset Short Duration Income ETF,
WING,Wingstop Inc. - Common Stock,Consumer Discretionary
WINT,"Windtree Therapeutics, Inc. - Common Stock",Health Care
WINV,WinVest Acquisition Corp. - Common Stock,Finance
WINVR,WinVest Acquisition Corp. - Right,Finance
WINVU,WinVest Acquisition Corp. - Unit,Finance
WINVW,WinVest Acquisition Corp. - Warrant,Finance
WIRE,Encore Wire Corporation - Common Stock,Industrials
WISA,"WiSA Technologies, Inc. - Common Stock",Technology
WISE,Themes Generative Artificial Intelligence ETF,
WISH,ContextLogic Inc. - Class A Common Stock,Consumer Discretionary
WIX,Wix.com Ltd. - Ordinary Shares,Technology
WKEY,WISeKey International Holding Ltd - American Depositary Shares,Technology
WKHS,"Workhorse Group, Inc. - Common Stock",Consumer Discretionary
WKME,WalkMe Ltd. - Ordinary Shares,Technology
WKSP,"Worksport, Ltd. - Common Stock",Consumer Discretionary
WKSPW,"Worksport, Ltd. - Warrant",Consumer Discretionary
WLDN,"Willdan Group, Inc. - Common Stock",Consumer Discretionary
WLDS,Wearable Devices Ltd. - Ordinary Share,Telecommunications
WLDSW,Wearable Devices Ltd. - Warrant,Telecommunications
WLFC,Willis Lease Finance Corporation - Common Stock,Consumer Discretionary
WLGS,"Wang & Lee Group, Inc. - Ordinary Shares",Consumer Discretionary
WMG,Warner Music Group Corp. - Class A Common Stock,Consumer Discretionary
WMPN,William Penn Bancorporation - Common Stock,Finance
WNDY,Global X Wind Energy ETF,
WNEB,"Western New England Bancorp, Inc. - Common Stock",Finance
WNW,Meiwu Technology Company Limited - Ordinary Shares,Consumer Discretionary
WOOD,iShares Global Timber & Forestry ETF,
WOOF,"Petco Health and Wellness Company, Inc. - Class A Common Stock",Consumer Discretionary
WORX,SCWorx Corp. - Common Stock,Consumer Discretionary
WPRT,Westport Fuel Systems Inc - Common Shares,Consumer Discretionary
WRAP,"Wrap Technologies, Inc. - Common Stock",Industrials
WRLD,World Acceptance Corporation - Common Stock,Finance
WRND,IQ Global Equity R&D Leaders ETF,
WRNT,Warrantee Inc. - American Depositary Shares,
WSBC,"WesBanco, Inc. - Common Stock",Finance
WSBCP,"WesBanco, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Finance
WSBF,"Waterstone Financial, Inc. - Common Stock",Finance
WSC,WillScot Mobile Mini Holdings Corp. - Class A Common Stock,Industrials
WSFS,WSFS Financial Corporation - Common Stock,Finance
WTBA,West Bancorporation - Common Stock,Finance
WTER,The Alkaline Water Company Inc. - Common Stock,Consumer Staples
WTFC,Wintrust Financial Corporation - Common Stock,Finance
WTFCM,"Wintrust Financial Corporation - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D",Finance
WTFCP,"Wintrust Financial Corporation - Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",Finance
WTMA,Welsbach Technology Metals Acquisition Corp. - Common Stock,Miscellaneous
WTMAR,Welsbach Technology Metals Acquisition Corp. - one right to receive 1/10th of a share of common stock,Miscellaneous
WTMAU,Welsbach Technology Metals Acquisition Corp. - Unit,Miscellaneous
WTO,UTime Limited - Ordinary Shares,Technology
WTW,Willis Towers Watson Public Limited Company - Ordinary Shares,Finance
WULF,TeraWulf Inc. - Common Stock,Finance
WVE,Wave Life Sciences Ltd. - Ordinary Shares,Health Care
WVVI,"Willamette Valley Vineyards, Inc. - Common Stock",Consumer Staples
WVVIP,"Willamette Valley Vineyards, Inc. - Series A Redeemable Preferred Stock",Consumer Staples
WW,"WW International, Inc.  - Common Stock",Consumer Discretionary
WWD,"Woodward, Inc. - Common Stock",Energy
WYNN,"Wynn Resorts, Limited - Common Stock",Consumer Discretionary
XAIR,"Beyond Air, Inc. - Common Stock",Health Care
XBIL,US Treasury 6 Month Bill ETF,
XBIO,"Xenetic Biosciences, Inc. - Common Stock",Health Care
XBIOW,"Xenetic Biosciences, Inc. - Warrants",Health Care
XBIT,XBiotech Inc. - Common Stock,Health Care
XBP,"XBP Europe Holdings, Inc. - Common Stock",Consumer Discretionary
XBPEW,"XBP Europe Holdings, Inc. - Warrant",Consumer Discretionary
XCUR,"Exicure, Inc. - Common Stock",Health Care
XEL,Xcel Energy Inc. - Common Stock,Utilities
XELA,"Exela Technologies, Inc. - Common Stock",Consumer Discretionary
XELAP,"Exela Technologies, Inc. - 6.00% Series B Cumulative Convertible Perpetual Preferred Stock",Consumer Discretionary
XELB,"Xcel Brands, Inc - Common Stock",Miscellaneous
XENE,Xenon Pharmaceuticals Inc. - Common Shares,Health Care
XERS,"Xeris Biopharma Holdings, Inc. - Common Stock",Health Care
XFIN,ExcelFin Acquisition Corp - Class A Common Stock,Finance
XFINU,ExcelFin Acquisition Corp - Unit,Finance
XFINW,ExcelFin Acquisition Corp - Warrant,Finance
XFIX,F/m Opportunistic Income ETF,
XFOR,"X4 Pharmaceuticals, Inc. - Common Stock",Health Care
XGN,Exagen Inc. - Common Stock,Health Care
XLO,"Xilio Therapeutics, Inc. - Common Stock",Health Care
XMTR,"Xometry, Inc. - Class A Common Stock",Technology
XNCR,"Xencor, Inc. - Common Stock",Health Care
XNET,Xunlei Limited - American Depositary Shares,Technology
XOMA,XOMA Corporation - Common Stock,Health Care
XOMAO,XOMA Corporation - Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,Health Care
XOMAP,XOMA Corporation - 8.625% Series A Cumulative Perpetual Preferred Stock,Health Care
XOS,"Xos, Inc. - Common Stock",Consumer Discretionary
XOSWW,"Xos, Inc. - Warrants",Consumer Discretionary
XP,XP Inc. - Class A Common Stock,Finance
XPDB,Power & Digital Infrastructure Acquisition II Corp. - Class A common stock,Finance
XPDBU,Power & Digital Infrastructure Acquisition II Corp. - Unit,Finance
XPDBW,Power & Digital Infrastructure Acquisition II Corp. - Warrant,Finance
XPEL,"XPEL, Inc. - Common Stock",Industrials
XPON,Expion360 Inc. - Common Stock,Technology
XRAY,DENTSPLY SIRONA Inc. - Common Stock,Health Care
XRTX,XORTX Therapeutics Inc. - Common Stock,Health Care
XRX,Xerox Holdings Corporation - Common Stock,Technology
XT,iShares Exponential Technologies ETF,
XTLB,XTL Biopharmaceuticals Ltd. - American Depositary Shares,Health Care
XWEL,"XWELL, Inc. - Common Stock",Consumer Discretionary
XXII,"22nd Century Group, Inc - Common Stock",Health Care
YGF,"YanGuFang International Group Co., Ltd. - Ordinary Shares",Consumer Staples
YGMZ,MingZhu Logistics Holdings Limited - Ordinary Shares,Consumer Discretionary
YHGJ,Yunhong Green CTI Ltd. - Common Stock,Miscellaneous
YI,"111, Inc. - American Depositary Shares",Consumer Staples
YJ,Yunji Inc. - American Depository Shares,Consumer Discretionary
YLDE,ClearBridge Dividend Strategy ESG ETF,
YMAB,"Y-mAbs Therapeutics, Inc. - Common Stock",Health Care
YNDX,Yandex N.V. - Class A Ordinary Shares,Technology
YORW,The York Water Company - Common Stock,Utilities
YOSH,Yoshiharu Global Co. - Class A Common Stock,Consumer Discretionary
YOTA,Yotta Acquisition Corporation - Common Stock,Consumer Staples
YOTAR,Yotta Acquisition Corporation - Right,Consumer Staples
YOTAU,Yotta Acquisition Corporation - Unit,Consumer Staples
YOTAW,Yotta Acquisition Corporation - Warrant,Consumer Staples
YQ,17 Education & Technology Group Inc. - American Depositary Shares,Real Estate
YS,"YS Biopharma Co., Ltd. - Ordinary Shares",Finance
YSBPW,"YS Biopharma Co., Ltd. - Warrants",Finance
YTEN,"Yield10 Bioscience, Inc.  - Common Stock",
YTRA,"Yatra Online, Inc. - Ordinary Shares",Consumer Discretionary
YY,JOYY Inc. - American Depositary Shares,Technology
